feature_type,feature_code,geometry,created_at
﻿Đèn giao thông,den_giao_thong,"POINT [108.21693062782289, 16.06063990589856]",2025-11-22T16:30:12.543Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.2177245616913, 16.05241228923121]",2025-11-22T16:30:03.346Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22309970855714, 16.06084610746171]",2025-11-22T16:30:17.731Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22400093078615, 16.060866727606278]",2025-11-22T16:30:18.577Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.21954846382143, 16.060877037677766]",2025-11-22T16:30:15.001Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.2236683368683, 16.06601138690455]",2025-11-22T16:30:28.761Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22336792945863, 16.063691667214567]",2025-11-22T16:30:22.988Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.21973085403444, 16.062866871474046]",2025-11-22T16:30:21.947Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.21992397308351, 16.066001077099095]",2025-11-22T16:30:30.265Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22031021118165, 16.068588821504406]",2025-11-22T16:30:32.623Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22391510009767, 16.068547582813693]",2025-11-22T16:30:35.583Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22110414505006, 16.071269318061102]",2025-11-22T16:30:38.707Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22049260139465, 16.071228079926144]",2025-11-22T16:30:38.025Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22270274162294, 16.07151674669125]",2025-11-22T16:30:39.457Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.21998834609987, 16.074671434740722]",2025-11-22T16:30:43.131Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22054624557497, 16.074846693720456]",2025-11-22T16:30:43.725Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22347521781923, 16.07535185109181]",2025-11-22T16:30:44.795Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.2138192653656, 16.07343430813712]",2025-11-22T16:30:50.087Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.213529586792, 16.07012495664254]",2025-11-22T16:30:52.787Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.22322845458986, 16.077609579574467]",2025-11-22T16:30:47.133Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.20973157882692, 16.06930018757344]",2025-11-22T16:30:54.331Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.20699572563173, 16.06609386532895]",2025-11-22T16:30:56.625Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.21031093597414, 16.066413468900496]",2025-11-22T16:30:55.943Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.21285367012025, 16.07322811962156]",2025-11-22T16:31:08.411Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.21607232093812, 16.076764223054038]",2025-11-22T16:31:15.419Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.21516036987306, 16.07544463495929]",2025-11-22T16:31:12.833Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.2181751728058, 16.085928933044375]",2025-11-22T16:31:24.439Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.21095466613771, 16.08013531849402]",2025-11-22T16:31:34.079Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.20111632347108, 16.07323842905241]",2025-11-22T16:31:53.889Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.20120751857759, 16.071011579577362]",2025-11-22T16:31:52.501Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.1916105747223, 16.071150758400055]",2025-11-22T16:32:02.651Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.19186806678772, 16.07248068446046]",2025-11-22T16:32:03.565Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.1880432367325, 16.07132602048269]",2025-11-22T16:32:06.700Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.24623107910158, 16.03166646371045]",2025-11-22T16:35:45.851Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.24305534362794, 16.03830701265781]",2025-11-22T16:35:49.527Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.25962066650392, 16.018013460370852]",2025-11-22T16:35:43.571Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.2426691055298, 16.009474702545972]",2025-11-22T16:35:35.687Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.23962211608888, 16.04461739141895]",2025-11-22T16:35:51.419Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.2466173171997, 16.07971264605363]",2025-11-22T16:35:59.527Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.24511528015138, 16.06989814548947]",2025-11-22T16:36:01.266Z
﻿Đèn giao thông,den_giao_thong,"POINT [108.24696063995363, 16.05620652061985]",2025-11-22T16:36:07.074Z
﻿Trạm điện,tram_dien,"POINT [108.21095466613771, 16.040163027154613]",2025-11-22T16:36:30.064Z
﻿Trạm điện,tram_dien,"POINT [108.21498870849611, 16.03529610793633]",2025-11-22T16:36:36.112Z
﻿Trạm điện,tram_dien,"POINT [108.22031021118165, 16.036574716867086]",2025-11-22T16:36:34.927Z
﻿Trạm điện,tram_dien,"POINT [108.25520038604738, 15.97218039144409]",2025-11-22T16:36:43.088Z
﻿Trạm điện,tram_dien,"POINT [108.24884891510011, 15.976182437115147]",2025-11-22T16:36:41.075Z
﻿Trạm điện,tram_dien,"POINT [108.25971186161041, 15.97815248690522]",2025-11-22T16:36:46.935Z
﻿Trạm điện,tram_dien,"POINT [108.25193345546724, 15.978054500593888]",2025-11-22T16:36:52.090Z
﻿Trạm điện,tram_dien,"POINT [108.25775921344759, 15.978075129295]",2025-11-22T16:36:48.350Z
﻿Trạm điện,tram_dien,"POINT [108.24777066707613, 15.983005327862896]",2025-11-22T16:36:57.778Z
﻿Trạm điện,tram_dien,"POINT [108.24822664260866, 15.97771412671857]",2025-11-22T16:37:00.493Z
﻿Trạm điện,tram_dien,"POINT [108.25220167636873, 15.982984699670114]",2025-11-22T16:36:56.156Z
﻿Trạm điện,tram_dien,"POINT [108.24286222457887, 15.977399538228061]",2025-11-22T16:37:03.877Z
﻿Trạm điện,tram_dien,"POINT [108.25972795486452, 15.980308173614452]",2025-11-22T16:37:09.192Z
﻿Trạm điện,tram_dien,"POINT [108.25717449188234, 15.982577292426912]",2025-11-22T16:37:10.967Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.25008273124696, 15.982979542621594], [108.25536131858826, 15.98282483110397], [108.25560808181764, 15.982494779466487], [108.25542569160463, 15.981989386841235], [108.25441718101503, 15.978193744285102]]",2025-11-22T16:37:38.314Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.26110124588014, 15.980452572851108], [108.26109051704408, 15.97817311559623], [108.26356887817384, 15.978224687314443]]",2025-11-22T16:37:51.124Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.24350595474243, 15.978039029066661], [108.24957847595216, 15.978100915168394]]",2025-11-22T16:38:03.138Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.26025366783142, 15.98204095757578], [108.25989961624146, 15.980741371011781], [108.25786113739015, 15.980648543077018], [108.25789332389833, 15.980947655157015], [108.25868725776674, 15.980854827317987], [108.25878381729127, 15.981081739737363], [108.25787186622621, 15.981195195850546]]",2025-11-22T16:38:17.201Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.25449228286745, 15.977347966297197], [108.25448155403139, 15.973356258525179], [108.25360178947449, 15.97329437095627], [108.25232505798341, 15.972685808842897], [108.25127363204957, 15.972778640471303], [108.25127363204957, 15.977347966297197]]",2025-11-22T16:38:35.544Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.25773239135744, 15.981205510039478], [108.25650930404665, 15.981566506316565]]",2025-11-22T16:38:21.288Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.25140237808229, 15.973737898110596], [108.25346231460573, 15.973665696082687]]",2025-11-22T16:38:39.386Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.25348377227785, 15.973510977363727], [108.25344085693361, 15.9747487237667], [108.25135946273805, 15.974779667328693]]",2025-11-22T16:38:44.799Z
﻿Trạm sạc,tram_sac,"POINT [108.20777893066408, 16.03917315490728]",2025-11-22T16:39:08.376Z
﻿Trạm sạc,tram_sac,"POINT [108.20696353912355, 16.039420623430043]",2025-11-22T16:39:09.014Z
﻿Trạm sạc,tram_sac,"POINT [108.2073497772217, 16.03785331759638]",2025-11-22T16:39:12.246Z
﻿Trạm sạc,tram_sac,"POINT [108.2073497772217, 16.038719461817475]",2025-11-22T16:39:11.774Z
﻿Trạm sạc,tram_sac,"POINT [108.20700645446779, 16.037110905268243]",2025-11-22T16:39:12.944Z
﻿Trạm sạc,tram_sac,"POINT [108.20606231689455, 16.039750580982393]",2025-11-22T16:39:09.736Z
﻿Trạm sạc,tram_sac,"POINT [108.20674896240236, 16.03612101786267]",2025-11-22T16:39:13.502Z
﻿Cột điện,cot_dien,"POINT [108.25042605400087, 15.978054500593888]",2025-11-22T16:39:48.548Z
﻿Cột điện,cot_dien,"POINT [108.24936389923097, 15.978059657769377]",2025-11-22T16:39:43.481Z
﻿Cột điện,cot_dien,"POINT [108.25152575969697, 15.978018400361835]",2025-11-22T16:39:49.843Z
﻿Cột điện,cot_dien,"POINT [108.25377345085145, 15.978049343418274]",2025-11-22T16:39:53.509Z
﻿Cột điện,cot_dien,"POINT [108.2528078556061, 15.978013243185304]",2025-11-22T16:39:51.895Z
﻿Cột điện,cot_dien,"POINT [108.25456738471986, 15.97802355753824]",2025-11-22T16:39:54.720Z
﻿Cột điện,cot_dien,"POINT [108.2552057504654, 15.980122517299888]",2025-11-22T16:39:58.755Z
﻿Cột điện,cot_dien,"POINT [108.25534522533418, 15.980689799942224]",2025-11-22T16:40:01.455Z
﻿Cột điện,cot_dien,"POINT [108.25494289398195, 15.979101404490432]",2025-11-22T16:39:59.804Z
﻿Cột điện,cot_dien,"POINT [108.25604259967805, 15.982077057082057]",2025-11-22T16:40:04.875Z
﻿Cột điện,cot_dien,"POINT [108.2561230659485, 15.982494779466487]",2025-11-22T16:40:04.026Z
﻿Cột điện,cot_dien,"POINT [108.2557636499405, 15.982422580598191]",2025-11-22T16:40:02.612Z
﻿Cột điện,cot_dien,"POINT [108.25596749782564, 15.981679962154834]",2025-11-22T16:40:05.475Z
﻿Cột điện,cot_dien,"POINT [108.2559245824814, 15.981453050413947]",2025-11-22T16:40:06.188Z
﻿Cột điện,cot_dien,"POINT [108.25580120086671, 15.980916712548794]",2025-11-22T16:40:07.593Z
﻿Cột điện,cot_dien,"POINT [108.25587630271913, 15.981195195850546]",2025-11-22T16:40:06.767Z
﻿Cột điện,cot_dien,"POINT [108.25573682785034, 15.980669171510696]",2025-11-22T16:40:08.122Z
﻿Cột điện,cot_dien,"POINT [108.25565636157991, 15.980364901898415]",2025-11-22T16:40:08.784Z
﻿Cột điện,cot_dien,"POINT [108.25555443763734, 15.97996264644653]",2025-11-22T16:40:09.795Z
﻿Cột điện,cot_dien,"POINT [108.2554739713669, 15.9796171186819]",2025-11-22T16:40:10.785Z
﻿Cột điện,cot_dien,"POINT [108.25528621673585, 15.979003418643792]",2025-11-22T16:40:13.417Z
﻿Cột điện,cot_dien,"POINT [108.25538277626038, 15.979323161755664]",2025-11-22T16:40:12.303Z
﻿Cột điện,cot_dien,"POINT [108.25518429279327, 15.978523803017971]",2025-11-22T16:40:14.828Z
﻿Cột điện,cot_dien,"POINT [108.25509309768678, 15.978131858212084]",2025-11-22T16:40:16.066Z
﻿Cột điện,cot_dien,"POINT [108.25525403022768, 15.978137015385576]",2025-11-22T16:40:18.886Z
﻿Cột điện,cot_dien,"POINT [108.25579583644868, 15.978059657769377]",2025-11-22T16:40:19.390Z
﻿Cột điện,cot_dien,"POINT [108.25712621212007, 15.978039029066661]",2025-11-22T16:40:20.850Z
﻿Cột điện,cot_dien,"POINT [108.25650393962862, 15.978059657769377]",2025-11-22T16:40:20.208Z
﻿Cột điện,cot_dien,"POINT [108.25819909572603, 15.978106072342673]",2025-11-22T16:40:23.314Z
﻿Cột điện,cot_dien,"POINT [108.25750172138216, 15.978147329732137]",2025-11-22T16:40:24.412Z
﻿Cột điện,cot_dien,"POINT [108.25903594493866, 15.978162801250992]",2025-11-22T16:40:25.672Z
﻿Cột điện,cot_dien,"POINT [108.26087057590486, 15.978157644078163]",2025-11-22T16:40:28.294Z
﻿Cột điện,cot_dien,"POINT [108.26022148132326, 15.977822427559879]",2025-11-22T16:40:29.702Z
﻿Cột điện,cot_dien,"POINT [108.26080620288849, 15.977796641650608]",2025-11-22T16:40:29.168Z
﻿Cột điện,cot_dien,"POINT [108.25955629348755, 15.977832741922674]",2025-11-22T16:40:30.243Z
﻿Cột điện,cot_dien,"POINT [108.25914323329927, 15.977822427559879]",2025-11-22T16:40:30.792Z
﻿Cột điện,cot_dien,"POINT [108.25831711292267, 15.977781170103434]",2025-11-22T16:40:31.452Z
﻿Cột điện,cot_dien,"POINT [108.25702965259553, 15.977776012920783]",2025-11-22T16:40:32.461Z
﻿Cột điện,cot_dien,"POINT [108.26090276241304, 15.977518153618634]",2025-11-22T16:40:35.918Z
﻿Cột điện,cot_dien,"POINT [108.26089739799501, 15.977188093227031]",2025-11-22T16:40:37.158Z
﻿Cột điện,cot_dien,"POINT [108.26089203357698, 15.97695601918822]",2025-11-22T16:40:37.942Z
﻿Cột điện,cot_dien,"POINT [108.26094567775728, 15.976667215564078]",2025-11-22T16:40:38.469Z
﻿Cột điện,cot_dien,"POINT [108.26089203357698, 15.976399040397023]",2025-11-22T16:40:39.046Z
﻿Cột điện,cot_dien,"POINT [108.26091885566713, 15.976156650994561]",2025-11-22T16:40:39.708Z
﻿Cột điện,cot_dien,"POINT [108.26092422008516, 15.975903946836835]",2025-11-22T16:40:40.282Z
﻿Cột điện,cot_dien,"POINT [108.26106369495393, 15.977796641650608]",2025-11-22T16:40:42.549Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.977347966297197]",2025-11-22T16:40:43.577Z
﻿Cột điện,cot_dien,"POINT [108.26107978820802, 15.97712104964346]",2025-11-22T16:40:44.279Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.977528467997104]",2025-11-22T16:40:41.754Z
﻿Cột điện,cot_dien,"POINT [108.26109588146211, 15.97685803229103]",2025-11-22T16:40:46.846Z
﻿Cột điện,cot_dien,"POINT [108.26108515262605, 15.9766878444082]",2025-11-22T16:40:47.669Z
﻿Cột điện,cot_dien,"POINT [108.26109051704408, 15.976502184734576]",2025-11-22T16:40:48.506Z
﻿Cột điện,cot_dien,"POINT [108.26107978820802, 15.976043192024438]",2025-11-22T16:40:49.925Z
﻿Cột điện,cot_dien,"POINT [108.26107442378999, 15.97628042434314]",2025-11-22T16:40:49.127Z
﻿Cột điện,cot_dien,"POINT [108.26104760169984, 15.975702814728153]",2025-11-22T16:40:52.445Z
﻿Cột điện,cot_dien,"POINT [108.26107442378999, 15.975842060055687]",2025-11-22T16:40:50.838Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.975290235411071]",2025-11-22T16:40:53.705Z
﻿Cột điện,cot_dien,"POINT [108.26104223728181, 15.975444952754644]",2025-11-22T16:40:53.241Z
﻿Cột điện,cot_dien,"POINT [108.26104760169984, 15.975089102685615]",2025-11-22T16:40:54.442Z
﻿Cột điện,cot_dien,"POINT [108.26103687286378, 15.97488796975804]",2025-11-22T16:40:54.957Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.974387715189822]",2025-11-22T16:40:56.374Z
﻿Cột điện,cot_dien,"POINT [108.26103687286378, 15.97469199389059]",2025-11-22T16:40:55.768Z
﻿Cột điện,cot_dien,"POINT [108.26105296611787, 15.974140166075076]",2025-11-22T16:40:57.141Z
﻿Cột điện,cot_dien,"POINT [108.26107978820802, 15.97392356034851]",2025-11-22T16:40:57.919Z
﻿Cột điện,cot_dien,"POINT [108.26107442378999, 15.97321701146825]",2025-11-22T16:41:02.275Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.973516134656284]",2025-11-22T16:41:00.734Z
﻿Cột điện,cot_dien,"POINT [108.26105296611787, 15.972376369770606]",2025-11-22T16:41:00.043Z
﻿Cột điện,cot_dien,"POINT [108.26108515262605, 15.973351101228499]",2025-11-22T16:41:01.525Z
﻿Cột điện,cot_dien,"POINT [108.26105296611787, 15.972995247436833]",2025-11-22T16:41:03.385Z
﻿Cột điện,cot_dien,"POINT [108.26108515262605, 15.972778640471303]",2025-11-22T16:41:04.009Z
﻿Cột điện,cot_dien,"POINT [108.26105296611787, 15.972278380631328]",2025-11-22T16:41:08.303Z
﻿Cột điện,cot_dien,"POINT [108.26106905937196, 15.972010199583822]",2025-11-22T16:41:09.744Z
﻿Cột điện,cot_dien,"POINT [108.26104223728181, 15.97261876375117]",2025-11-22T16:41:04.763Z
﻿Cột điện,cot_dien,"POINT [108.26106369495393, 15.97212881816837]",2025-11-22T16:41:08.955Z
﻿Cột điện,cot_dien,"POINT [108.26106369495393, 15.97181937823509]",2025-11-22T16:41:10.419Z
﻿Cột điện,cot_dien,"POINT [108.26109051704408, 15.971623399363274]",2025-11-22T16:41:10.943Z
﻿Cột điện,cot_dien,"POINT [108.26072573661806, 15.975553254823977]",2025-11-22T16:41:20.925Z
﻿Cột điện,cot_dien,"POINT [108.26106369495393, 15.970973573310303]",2025-11-22T16:41:13.478Z
﻿Cột điện,cot_dien,"POINT [108.2610583305359, 15.971494465790354]",2025-11-22T16:41:11.757Z
﻿Cột điện,cot_dien,"POINT [108.26104760169984, 15.971210811637606]",2025-11-22T16:41:14.236Z
﻿Cột điện,cot_dien,"POINT [108.26077938079835, 15.975233505688454]",2025-11-22T16:41:21.663Z
﻿Cột điện,cot_dien,"POINT [108.2607686519623, 15.974913756042094]",2025-11-22T16:41:22.765Z
﻿Cột điện,cot_dien,"POINT [108.26077938079835, 15.97471778019991]",2025-11-22T16:41:23.605Z
﻿Cột điện,cot_dien,"POINT [108.2607686519623, 15.973614123189654]",2025-11-22T16:41:25.795Z
﻿Cột điện,cot_dien,"POINT [108.26074719429018, 15.974387715189822]",2025-11-22T16:41:24.169Z
﻿Cột điện,cot_dien,"POINT [108.26074719429018, 15.973985447722884]",2025-11-22T16:41:25.065Z
﻿Cột điện,cot_dien,"POINT [108.26075792312623, 15.973191224965577]",2025-11-22T16:41:26.417Z
﻿Cột điện,cot_dien,"POINT [108.26083302497865, 15.97284052819966]",2025-11-22T16:41:27.131Z
﻿Cột điện,cot_dien,"POINT [108.26079010963441, 15.97252077473054]",2025-11-22T16:41:28.087Z
﻿Cột điện,cot_dien,"POINT [108.26075792312623, 15.9722422793574]",2025-11-22T16:41:28.656Z
﻿Cột điện,cot_dien,"POINT [108.26080083847047, 15.971252070448422]",2025-11-22T16:41:30.065Z
﻿Cột điện,cot_dien,"POINT [108.26081156730653, 15.971850322249944]",2025-11-22T16:41:29.250Z
﻿Cột điện,cot_dien,"POINT [108.2607686519623, 15.971674972769192]",2025-11-22T16:41:30.915Z
﻿Cột điện,cot_dien,"POINT [108.26083302497865, 15.971004517455878]",2025-11-22T16:41:31.717Z
﻿Cột điện,cot_dien,"POINT [108.25505018234253, 15.977100420843993]",2025-11-22T16:41:35.593Z
﻿Cột điện,cot_dien,"POINT [108.25514674186708, 15.977471738908967]",2025-11-22T16:41:35.063Z
﻿Cột điện,cot_dien,"POINT [108.25492143630983, 15.975542940343706]",2025-11-22T16:41:37.478Z
﻿Cột điện,cot_dien,"POINT [108.25492143630983, 15.976543442454716]",2025-11-22T16:41:36.075Z
﻿Cột điện,cot_dien,"POINT [108.25493216514589, 15.976213380455494]",2025-11-22T16:41:38.371Z
﻿Cột điện,cot_dien,"POINT [108.25497508049013, 15.974924070554795]",2025-11-22T16:41:39.724Z
﻿Cột điện,cot_dien,"POINT [108.25493216514589, 15.974387715189822]",2025-11-22T16:41:40.888Z
﻿Cột điện,cot_dien,"POINT [108.25494289398195, 15.973779156400576]",2025-11-22T16:41:41.826Z
﻿Cột điện,cot_dien,"POINT [108.25496435165407, 15.9724485722636]",2025-11-22T16:41:44.398Z
﻿Cột điện,cot_dien,"POINT [108.25492143630983, 15.972974618212113]",2025-11-22T16:41:43.250Z
﻿Cột điện,cot_dien,"POINT [108.25025439262392, 15.977203564820044]",2025-11-22T16:41:47.803Z
﻿Cột điện,cot_dien,"POINT [108.25025439262392, 15.977492367670141]",2025-11-22T16:41:47.242Z
﻿Cột điện,cot_dien,"POINT [108.25022220611574, 15.976636272293906]",2025-11-22T16:41:49.125Z
﻿Cột điện,cot_dien,"POINT [108.25024366378786, 15.976976648002573]",2025-11-22T16:41:48.504Z
﻿Cột điện,cot_dien,"POINT [108.25027585029603, 15.97612055042014]",2025-11-22T16:41:50.501Z
﻿Cột điện,cot_dien,"POINT [108.25025439262392, 15.976409354833173]",2025-11-22T16:41:49.896Z
﻿Cột điện,cot_dien,"POINT [108.25025439262392, 15.975883317911903]",2025-11-22T16:41:51.452Z
﻿Cột điện,cot_dien,"POINT [108.24994325637819, 15.97751299642919]",2025-11-22T16:41:53.084Z
﻿Cột điện,cot_dien,"POINT [108.24996471405031, 15.97724482239557]",2025-11-22T16:41:54.508Z
﻿Cột điện,cot_dien,"POINT [108.24996471405031, 15.97698696240894]",2025-11-22T16:41:55.184Z
﻿Cột điện,cot_dien,"POINT [108.24998617172243, 15.976378411523143]",2025-11-22T16:41:57.502Z
﻿Cột điện,cot_dien,"POINT [108.24997544288637, 15.975986462515248]",2025-11-22T16:41:58.218Z
﻿Cột điện,cot_dien,"POINT [108.24997544288637, 15.97563577064699]",2025-11-22T16:41:59.318Z
﻿Cột điện,cot_dien,"POINT [108.24997544288637, 15.975192247698285]",2025-11-22T16:41:59.983Z
﻿Cột điện,cot_dien,"POINT [108.24997544288637, 15.974924070554795]",2025-11-22T16:42:00.902Z
﻿Cột điện,cot_dien,"POINT [108.24997544288637, 15.97457337682497]",2025-11-22T16:42:01.898Z
﻿Cột điện,cot_dien,"POINT [108.25030803680421, 15.974253626124016]",2025-11-22T16:42:04.362Z
﻿Cột điện,cot_dien,"POINT [108.25030803680421, 15.974583691355203]",2025-11-22T16:42:03.793Z
﻿Cột điện,cot_dien,"POINT [108.2502865791321, 15.973871987521925]",2025-11-22T16:42:05.714Z
﻿Cột điện,cot_dien,"POINT [108.2502865791321, 15.974037020520234]",2025-11-22T16:42:04.950Z
﻿Cột điện,cot_dien,"POINT [108.2502865791321, 15.973531606533168]",2025-11-22T16:42:06.265Z
﻿Cột điện,cot_dien,"POINT [108.2502865791321, 15.973222168768377]",2025-11-22T16:42:07.132Z
﻿Cột điện,cot_dien,"POINT [108.25027585029603, 15.97294367437107]",2025-11-22T16:42:07.907Z
﻿Cột điện,cot_dien,"POINT [108.2502865791321, 15.972582662538615]",2025-11-22T16:42:09.100Z
﻿Cột điện,cot_dien,"POINT [108.24944972991943, 15.977451110145644]",2025-11-22T16:42:12.981Z
﻿Cột điện,cot_dien,"POINT [108.24712157249452, 15.977451110145644]",2025-11-22T16:42:12.000Z
﻿Cột điện,cot_dien,"POINT [108.24515819549562, 15.977409852612636]",2025-11-22T16:42:15.976Z
﻿Cột điện,cot_dien,"POINT [108.24591994285583, 15.97743048138021]",2025-11-22T16:42:14.233Z
﻿Cột điện,cot_dien,"POINT [108.24419260025024, 15.97809060081944]",2025-11-22T16:42:19.329Z
﻿Cột điện,cot_dien,"POINT [108.24361324310304, 15.978018400361835]",2025-11-22T16:42:18.399Z
﻿Cột điện,cot_dien,"POINT [108.24510455131532, 15.978131858212084]",2025-11-22T16:42:20.681Z
﻿Cột điện,cot_dien,"POINT [108.24589848518373, 15.978142172558913]",2025-11-22T16:42:21.485Z
﻿Cột điện,cot_dien,"POINT [108.24679970741273, 15.978111229516825]",2025-11-22T16:42:22.725Z
﻿Cột điện,cot_dien,"POINT [108.24794769287111, 15.978193744285102]",2025-11-22T16:42:23.857Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.24847340583803, 15.979792461204184], [108.24840903282166, 15.978389716723408], [108.24642419815065, 15.978296887697612], [108.24642419815065, 15.978740403765542]]",2025-11-22T16:42:34.877Z
﻿Cột điện,cot_dien,"POINT [108.24860215187074, 15.97815248690522]",2025-11-22T16:42:25.098Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.24836611747742, 15.978059657769377], [108.24847340583803, 15.979885289536135], [108.2465422153473, 15.979792461204184], [108.24633836746217, 15.978296887697612]]",2025-11-22T16:42:56.121Z
﻿Đường ống điện,duong_ong_dien,"LINESTRING [[108.24758291244508, 15.979029204397571], [108.2476043701172, 15.979761518417304], [108.24840903282166, 15.97964806149112]]",2025-11-22T16:42:39.944Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.2534945011139, 15.981824360401383], [108.24880599975587, 15.981772789611002], [108.24894547462465, 15.97817311559623]]",2025-11-22T16:43:10.432Z
﻿Ống dẫn nước,ong_dan_nuoc,"LINESTRING [[108.25347304344179, 15.981669647990367], [108.25344085693361, 15.978668203542394], [108.249009847641, 15.97865788922269]]",2025-11-22T16:43:18.180Z
﻿Cột điện,cot_dien,"POINT [108.24936389923097, 15.978059657769377]",2025-11-22T16:39:43.481Z
﻿Cột điện,cot_dien,"POINT [108.25042605400087, 15.978054500593888]",2025-11-22T16:39:48.548Z
﻿Cột điện,cot_dien,"POINT [108.25152575969697, 15.978018400361835]",2025-11-22T16:39:49.843Z
﻿Cột điện,cot_dien,"POINT [108.2528078556061, 15.978013243185304]",2025-11-22T16:39:51.895Z
﻿Cột điện,cot_dien,"POINT [108.25377345085145, 15.978049343418274]",2025-11-22T16:39:53.509Z
﻿Cột điện,cot_dien,"POINT [108.25456738471986, 15.97802355753824]",2025-11-22T16:39:54.720Z
﻿Cột điện,cot_dien,"POINT [108.25494289398195, 15.979101404490432]",2025-11-22T16:39:59.804Z
﻿Cột điện,cot_dien,"POINT [108.25534522533418, 15.980689799942224]",2025-11-22T16:40:01.455Z
﻿Cột điện,cot_dien,"POINT [108.2552057504654, 15.980122517299888]",2025-11-22T16:39:58.755Z
﻿Cột điện,cot_dien,"POINT [108.2557636499405, 15.982422580598191]",2025-11-22T16:40:02.612Z
﻿Cột điện,cot_dien,"POINT [108.2561230659485, 15.982494779466487]",2025-11-22T16:40:04.026Z
﻿Cột điện,cot_dien,"POINT [108.25604259967805, 15.982077057082057]",2025-11-22T16:40:04.875Z
﻿Cột điện,cot_dien,"POINT [108.25596749782564, 15.981679962154834]",2025-11-22T16:40:05.475Z
﻿Cột điện,cot_dien,"POINT [108.2559245824814, 15.981453050413947]",2025-11-22T16:40:06.188Z
﻿Cột điện,cot_dien,"POINT [108.25587630271913, 15.981195195850546]",2025-11-22T16:40:06.767Z
﻿Cột điện,cot_dien,"POINT [108.25580120086671, 15.980916712548794]",2025-11-22T16:40:07.593Z
﻿Cột điện,cot_dien,"POINT [108.25573682785034, 15.980669171510696]",2025-11-22T16:40:08.122Z
﻿Cột điện,cot_dien,"POINT [108.25565636157991, 15.980364901898415]",2025-11-22T16:40:08.784Z
﻿Cột điện,cot_dien,"POINT [108.25555443763734, 15.97996264644653]",2025-11-22T16:40:09.795Z
﻿Cột điện,cot_dien,"POINT [108.25538277626038, 15.979323161755664]",2025-11-22T16:40:12.303Z
﻿Cột điện,cot_dien,"POINT [108.2554739713669, 15.9796171186819]",2025-11-22T16:40:10.785Z
